Positive,Negative,Subjectivity,date
0.55,0.825,0.05966858617257579,1499011200.0
0.4090909090909091,0.7272727272727273,0.04487545878306665,1499097600.0
0.17391304347826086,0.8043478260869565,0.05098208373155553,1499184000.0
0.4444444444444444,0.8888888888888888,0.07240366904678575,1499270400.0
0.6808510638297872,1.0212765957446808,0.07865875286296382,1499356800.0
1.3636363636363635,0.09090909090909091,0.03851949563920947,1499443200.0
0.3333333333333333,3.0,0.12635256975240647,1499529600.0
0.6333333333333333,0.3333333333333333,0.03622092587994204,1499616000.0
0.47058823529411764,0.4117647058823529,0.04353246902244287,1499702400.0
0.6607142857142857,0.7321428571428571,0.06568179556872286,1499788800.0
0.6341463414634146,0.4146341463414634,0.03628323988806196,1499875200.0
0.6041666666666666,0.625,0.058805210781803,1499961600.0
0.8181818181818182,0.18181818181818182,0.0426403845472622,1500048000.0
0.5,1.0,0.061714995759875005,1500134400.0
0.58,0.5,0.05223876677720809,1500220800.0
0.6595744680851063,0.7446808510638298,0.06366739260771324,1500307200.0
0.5084745762711864,0.5423728813559322,0.046442491022441995,1500393600.0
0.6835443037974683,0.5949367088607594,0.06131509604352772,1500480000.0
0.5894736842105263,0.5789473684210527,0.057136937338631795,1500566400.0
0.47058823529411764,0.29411764705882354,0.027981139139728328,1500652800.0
0.25,0.75,0.09720006214839154,1500739200.0
0.5818181818181818,0.6727272727272727,0.05734569146184195,1500825600.0
0.34615384615384615,0.3076923076923077,0.034648695346705866,1500912000.0
0.6666666666666666,0.6944444444444444,0.052178014009580304,1500998400.0
0.41304347826086957,0.30434782608695654,0.034534259210181016,1501084800.0
0.75,0.5714285714285714,0.04582323579652584,1501171200.0
1.1818181818181819,0.5454545454545454,0.07592545462237937,1501257600.0
0.6666666666666666,0.8888888888888888,0.06795502246744244,1501344000.0
0.4375,0.5,0.04393283542294046,1501430400.0
0.46875,0.34375,0.04068676328769887,1501516800.0
1.1176470588235294,0.4411764705882353,0.06561777652390655,1501603200.0
0.85,0.7,0.06443669420585312,1501689600.0
0.7948717948717948,0.717948717948718,0.06495529692230291,1501776000.0
1.75,0.125,0.049576795435854845,1501862400.0
0.0,0.0,0.0,1501948800.0
1.0555555555555556,1.0,0.11075550531237813,1502035200.0
0.96875,0.65625,0.06600712171596769,1502121600.0
0.9142857142857143,0.5428571428571428,0.06244845966070654,1502208000.0
0.6511627906976745,1.3488372093023255,0.08433041065055949,1502294400.0
0.5263157894736842,0.4473684210526316,0.04427172843878574,1502380800.0
0.8571428571428571,0.2857142857142857,0.04971464912139733,1502467200.0
0.375,0.5,0.03260955757135159,1502553600.0
0.5357142857142857,0.5714285714285714,0.04398695585895123,1502640000.0
0.9714285714285714,0.7142857142857143,0.05523791544076614,1502726400.0
0.6428571428571429,0.5,0.044333203200703365,1502812800.0
0.6530612244897959,0.673469387755102,0.0606817162806097,1502899200.0
0.56,0.84,0.057771825235406124,1502985600.0
0.2,1.0,0.06611654598969145,1503072000.0
0.5,0.125,0.025049602159739313,1503158400.0
0.5555555555555556,0.3333333333333333,0.037130564731373335,1503244800.0
0.6,0.48,0.041097844511034626,1503331200.0
0.47368421052631576,0.3684210526315789,0.03931967183862613,1503417600.0
0.5,0.7083333333333334,0.049133036681161556,1503504000.0
0.7391304347826086,0.391304347826087,0.05106009334707738,1503590400.0
0.0,2.0,0.0909090867768596,1503676800.0
0.0,0.0,0.0,1503763200.0
0.6206896551724138,0.3793103448275862,0.045924868898017446,1503849600.0
0.5,0.23333333333333334,0.03315885242233214,1503936000.0
0.6666666666666666,0.4,0.04128174954828455,1504022400.0
0.6944444444444444,0.4444444444444444,0.05566789330493771,1504108800.0
0.6451612903225806,0.6129032258064516,0.04911768974466099,1504195200.0
0.25,0.25,0.0227272716942149,1504281600.0
0.0,1.0,0.0555555524691359,1504368000.0
0.375,0.625,0.04549192361964525,1504454400.0
0.3333333333333333,0.6888888888888889,0.04715686469394249,1504540800.0
0.7586206896551724,0.4827586206896552,0.06242678587073774,1504627200.0
0.3125,0.71875,0.04222760587014931,1504713600.0
0.4166666666666667,1.0,0.06321771567112705,1504800000.0
0.375,0.25,0.023009445693495164,1504886400.0
1.0,0.0,0.05555555246913597,1504972800.0
0.85,0.75,0.05953425105120537,1505059200.0
0.75,0.25,0.05601567501910648,1505145600.0
0.5833333333333334,0.375,0.03153770172701583,1505232000.0
0.5384615384615384,1.1538461538461537,0.07136211492351777,1505318400.0
0.6071428571428571,0.9642857142857143,0.06435798502909573,1505404800.0
0.6,1.8,0.1365824822104058,1505491200.0
0.2,0.4,0.03666666416666682,1505577600.0
0.4857142857142857,0.7714285714285715,0.05440019297723701,1505664000.0
0.375,0.46875,0.029941945824711658,1505750400.0
0.5909090909090909,0.8409090909090909,0.06014435772196235,1505836800.0
0.7647058823529411,0.35294117647058826,0.056404513957251566,1505923200.0
0.7368421052631579,0.42105263157894735,0.045457066201085826,1506009600.0
1.625,1.0,0.10076372582104234,1506096000.0
0.6666666666666666,0.6666666666666666,0.09109729979553365,1506182400.0
0.5806451612903226,0.7258064516129032,0.04982176272267945,1506268800.0
0.7272727272727273,0.6909090909090909,0.06312218018011313,1506355200.0
0.5641025641025641,0.717948717948718,0.060016086507475204,1506441600.0
0.6764705882352942,0.7941176470588235,0.06128830616698619,1506528000.0
0.4375,0.5,0.04212807761600744,1506614400.0
