Positive,Negative,Subjectivity,date
1.5714285714285714,0.42857142857142855,0.08008540690316956,1499011200.0
0.3333333333333333,1.2222222222222223,0.07171716762139041,1499097600.0
0.84375,0.65625,0.0530227390685163,1499184000.0
0.6111111111111112,1.4444444444444444,0.09543957264442487,1499270400.0
0.5862068965517241,0.9655172413793104,0.060694749842276116,1499356800.0
2.0,0.0,0.0936342545283031,1499443200.0
0.6756756756756757,0.7837837837837838,0.06071657148441584,1499616000.0
1.032258064516129,0.9032258064516129,0.06036848377702339,1499702400.0
1.24,0.72,0.07804852117817179,1499788800.0
0.7391304347826086,0.8695652173913043,0.052766964310751695,1499875200.0
1.2666666666666666,0.5333333333333333,0.06066529756205066,1499961600.0
0.75,0.75,0.043872423322624275,1500048000.0
0.5555555555555556,0.6666666666666666,0.0577198122910598,1500134400.0
0.6190476190476191,0.38095238095238093,0.05577475719625223,1500220800.0
1.25,0.95,0.10757256458159734,1500307200.0
1.2727272727272727,0.36363636363636365,0.0618076518681252,1500393600.0
0.6,0.9,0.057497636614001105,1500480000.0
0.76,0.92,0.07662006112772154,1500566400.0
0.6666666666666666,0.0,0.03297490856592294,1500652800.0
1.6666666666666667,1.0,0.12072648932223216,1500739200.0
0.7083333333333334,1.0416666666666667,0.05590364713045343,1500825600.0
0.7666666666666667,0.9333333333333333,0.05503708786685344,1500912000.0
0.5,1.0,0.0626398335002619,1500998400.0
0.5476190476190477,0.3333333333333333,0.045885616785326204,1501084800.0
0.8873239436619719,0.647887323943662,0.06849940024903838,1501171200.0
0.5,0.0,0.0235042723628461,1501257600.0
0.21428571428571427,0.14285714285714285,0.029913416923380225,1501344000.0
0.7,0.4,0.045162147695143366,1501430400.0
0.9333333333333333,0.26666666666666666,0.0480409887462736,1501516800.0
0.30434782608695654,0.34782608695652173,0.03949749458881546,1501603200.0
1.1111111111111112,0.1111111111111111,0.06166960224282974,1501689600.0
0.3333333333333333,0.4444444444444444,0.0435971865302193,1501776000.0
1.4,0.4,0.07452015214480712,1501862400.0
0.0,0.0,0.0,1501948800.0
0.14285714285714285,0.6428571428571429,0.040578040512533546,1502035200.0
0.8461538461538461,0.5641025641025641,0.06266760799756894,1502121600.0
0.5263157894736842,0.6842105263157895,0.04912620124093642,1502208000.0
0.375,0.9583333333333334,0.05998162366625276,1502294400.0
0.6521739130434783,0.5217391304347826,0.047271422661155985,1502380800.0
0.6,0.8,0.06801455270494647,1502467200.0
0.5,0.5,0.0416666649305556,1502553600.0
0.3076923076923077,0.07692307692307693,0.01244683896054647,1502640000.0
0.21428571428571427,1.7857142857142858,0.07605631189431757,1502726400.0
0.5405405405405406,0.9459459459459459,0.0490688551186213,1502812800.0
0.85,0.7,0.050999718524027016,1502899200.0
0.7142857142857143,0.7619047619047619,0.05656245664284632,1502985600.0
0.0,0.3333333333333333,0.015151514462809934,1503072000.0
1.6666666666666667,0.0,0.07185990028246003,1503158400.0
0.9166666666666666,0.20833333333333334,0.049700885777868874,1503244800.0
0.7142857142857143,0.5238095238095238,0.04532067065175348,1503331200.0
0.8823529411764706,0.29411764705882354,0.04578834866309558,1503417600.0
0.3,0.6,0.03458200921770502,1503504000.0
0.7142857142857143,0.35714285714285715,0.0394898131050047,1503590400.0
2.6666666666666665,0.3333333333333333,0.09555748127679203,1503676800.0
0.0,0.0,0.0,1503763200.0
0.9375,0.375,0.04638715968890854,1503849600.0
0.5555555555555556,0.3333333333333333,0.04304553689743115,1503936000.0
0.6666666666666666,0.8888888888888888,0.05792372363755449,1504022400.0
0.65,0.15,0.0434104424162331,1504108800.0
1.0740740740740742,0.5185185185185185,0.051149342808873566,1504195200.0
0.2,0.4,0.02189340621882192,1504281600.0
0.5,1.5,0.07798573645903845,1504368000.0
0.5,1.75,0.10191059858564977,1504454400.0
0.5,0.3,0.029549213109560702,1504540800.0
0.3548387096774194,1.3870967741935485,0.0776172991383099,1504627200.0
0.2857142857142857,0.21428571428571427,0.024413917950319424,1504713600.0
1.0,0.6666666666666666,0.05560273534391702,1504800000.0
0.0,0.5,0.1249999687500078,1504886400.0
0.3333333333333333,0.6666666666666666,0.04752136519827608,1504972800.0
0.625,0.3125,0.04854942243458023,1505059200.0
0.7692307692307693,1.0769230769230769,0.05845463425877485,1505145600.0
0.8125,0.875,0.09728551183216591,1505232000.0
0.0,0.75,0.0364583314390236,1505318400.0
0.5714285714285714,0.2857142857142857,0.042936797462402275,1505404800.0
0.8,0.2,0.042206117357800436,1505491200.0
0.5172413793103449,0.3793103448275862,0.03458912692771007,1505664000.0
0.7894736842105263,0.5263157894736842,0.04513078242908776,1505750400.0
1.0714285714285714,0.8571428571428571,0.06595993273156574,1505836800.0
0.3157894736842105,1.0,0.07419746272007499,1505923200.0
1.1,0.2,0.05282717861841348,1506009600.0
0.0,0.75,0.02974137809081455,1506096000.0
0.0,1.0,0.034482757431629,1506182400.0
0.75,0.8,0.05339338765099829,1506268800.0
0.6296296296296297,0.7037037037037037,0.059631502452809154,1506355200.0
0.4583333333333333,0.375,0.028973435648013718,1506441600.0
0.7058823529411765,0.6470588235294118,0.056748490652790105,1506528000.0
0.8571428571428571,0.42857142857142855,0.05995207967130588,1506614400.0
1.3333333333333333,0.6666666666666666,0.06666666422309035,1506700800.0
0.5,0.0,0.01562499951171875,1506787200.0
0.9,0.45,0.05389750470823634,1506873600.0
0.85,0.5,0.07128236066793966,1506960000.0
0.48148148148148145,0.3333333333333333,0.0399308188087012,1507046400.0
0.6666666666666666,0.5,0.049153670531279677,1507132800.0
0.7,0.3,0.04453611262854344,1507219200.0
0.6666666666666666,0.0,0.03737373520355077,1507305600.0
1.25,0.5,0.09519230183082712,1507392000.0
0.6666666666666666,0.4444444444444444,0.045631767004671406,1507478400.0
0.71875,0.5625,0.041545318528477294,1507564800.0
0.3448275862068966,0.3448275862068966,0.035371037878227506,1507651200.0
1.125,0.375,0.056153160777220566,1507737600.0
0.6,0.5,0.037375960611835714,1507824000.0
1.0,1.6666666666666667,0.12045939495907167,1507910400.0
1.0,0.0,0.0499999975000001,1507996800.0
0.9285714285714286,0.9285714285714286,0.07669544412050286,1508083200.0
0.5263157894736842,0.3684210526315789,0.0360214589575912,1508169600.0
0.3888888888888889,0.6666666666666666,0.035722158023658336,1508256000.0
0.8421052631578947,0.3157894736842105,0.04354351472330844,1508342400.0
1.3333333333333333,0.7777777777777778,0.09044346526788972,1508428800.0
1.0,0.5,0.06147157850319645,1508515200.0
0.42857142857142855,0.8571428571428571,0.06806637398330762,1508601600.0
0.9444444444444444,0.6111111111111112,0.06353602587194915,1508688000.0
0.6285714285714286,0.4,0.04226347415044771,1508774400.0
0.5121951219512195,0.4634146341463415,0.04896751267009027,1508860800.0
0.49230769230769234,0.4461538461538462,0.04155223650464863,1508947200.0
0.6419753086419753,0.25925925925925924,0.04158115976833857,1509033600.0
0.14285714285714285,0.0,0.005291005095042128,1509120000.0
0.3333333333333333,1.1666666666666667,0.0734537887647223,1509206400.0
