mse,mape,smape
0.006524692289531231,9.271135330200195,9.769903182983398
0.0013831908581778407,37.236392974853516,36.822025299072266
0.015510479919612408,37.89141845703125,31.82788848876953
0.0035666737239807844,58.13042449951172,44.6459846496582
0.15050771832466125,111.9232406616211,197.29415893554688
0.00010041308996733278,239.36846923828125,123.51229095458984
0.0004960348596796393,20.8367862701416,25.0120849609375
0.00025512094725854695,5.099060535430908,4.926080226898193
0.001010807929560542,175.548095703125,90.3487319946289
0.0003807696048170328,138.92999267578125,158.68161010742188
