mse,mape,smape
1.3588451147079468,91.28215789794922,168.27040100097656
0.05924082547426224,46.46266555786133,61.55909729003906
0.002047668443992734,32.21303176879883,43.4940299987793
0.14645054936408997,272.3133850097656,200.0
0.027379196137189865,122.41615295410156,75.54379272460938
0.00017459278751630336,5.9256391525268555,6.171810150146484
0.0006943971384316683,9.802011489868164,10.428998947143555
0.0009880898287519813,39.58656311035156,32.804569244384766
0.0028366739861667156,19.394161224365234,21.498077392578125
0.002896497957408428,320.66229248046875,122.92601776123047
