date,feature1,feature2,feature3,senti_0,senti_1,senti_2,senti_3,senti_4,close,change
1524412800,-1611542.681,-9.751135167,-34.36403779,800,2500,3200,2800,700,31.34,0.28
1524499200,-172378.1812,-14.90036108,-16.29600708,700,2400,2900,3000,1000,31.08,-0.31
1524585600,913199.8187,-18.71048081,5.279061124,1500,4200,2700,1500,100,31.095,0.52
1524672000,1794110.319,-15.15983144,9.566823757,400,1800,3200,3600,1000,30.975,0.27
1524758400,6821583.819,-6.975458661,1.806415555,600,2100,2900,3500,1000,30.525,-0.59
1525017600,21366768.82,-0.822159679,5.862367825,600,2400,2900,2900,1100,30.705,-1.15
1525104000,18491655.32,0.483978537,0.557031779,900,2400,3200,2600,900,31.69,0.22
1525190400,4472998.819,-4.079469499,-1.905065961,600,2100,3300,3300,700,32.215,0.22
1525276800,827837.3187,-6.749483426,4.975426603,900,2800,2800,2800,800,31.965,0.33
1525363200,-1419609.681,-0.994365047,-11.80865056,200,900,3200,3500,2100,31.655,0.42
1525622400,-541753.1812,4.145576835,-31.0739961,600,2300,3200,3000,1000,31.235,-0.55
1525708800,-2854374.181,2.95424992,-41.47421519,700,2700,2800,2700,1000,31.31,-0.04
1525795200,-6925213.181,0.257072282,-50.85008706,1100,3900,3500,1400,100,31.645,-0.15
1525881600,-9052172.681,-2.101007076,-59.32325968,500,1800,3200,3600,900,31.755,0.04
1525968000,-8275286.181,-6.456950511,-57.4703632,900,2400,3100,2800,800,31.82,0.21
1526227200,-7003590.181,-11.92342204,-47.26029614,700,2700,3300,2500,700,31.68,0.04
1526313600,-7545497.681,-16.51432555,-35.64589441,700,2400,3400,2900,700,31.54,-0.12
1526400000,-8274507.681,-20.88720914,-18.60195057,900,2600,3500,2500,600,31.585,0.18
1526486400,-6569111.681,-26.91528621,15.0223431,900,2800,3500,2300,500,31.55,-0.06
1526572800,-5165022.681,-30.29036101,52.27854776,800,2600,3100,2800,700,31.485,-0.04
1526832000,-4074542.181,-24.35006165,69.01280859,900,3700,3300,1800,300,31.545,-0.08
1526918400,-989286.1813,-14.10648086,73.27118031,1100,2800,2600,2600,900,31.615,-0.41
1527004800,-4212993.681,-6.510242828,71.60330847,900,3000,3300,2300,600,31.89,0.23
1527091200,-7431675.681,-0.400280486,68.58709565,800,2700,3400,2600,600,31.99,0.02
1527177600,-7939768.181,3.587264735,70.85976326,1000,3200,3300,2200,400,31.85,-0.02
1527523200,-7497079.681,6.868500432,74.31826422,800,3200,3700,2000,400,31.85,-0.04
1527609600,-3700005.681,11.74176067,75.11894107,800,2300,3100,2900,900,31.88,0.35
1527696000,-4129384.181,14.36824044,74.68447554,600,2200,3600,2700,900,31.705,0.01
1527782400,-6699603.181,22.84064419,49.05859809,1000,2200,3700,2500,600,31.505,0.07
1528041600,-7678406.181,31.94685257,10.25132346,400,1700,2800,3600,1400,31.46,0.13
1528128000,-7925062.181,31.46548442,-11.32279256,500,1900,2300,3700,1500,31.345,0.1
1528214400,-5418533.181,30.11997551,-31.29555913,200,900,1900,4800,2100,31.215,0.06
1528300800,-6982648.681,21.50288913,-35.44297723,500,1400,4600,2700,900,31.125,0.1
1528387200,-8511347.181,8.372879811,-18.46784323,700,2300,2600,3300,1100,31.035,0.07
1528646400,-6984027.181,2.236183959,-7.255034502,500,2100,4400,2500,400,30.94,0.16
1528732800,-4353857.681,2.608222722,-9.39722908,500,2100,3500,3000,1000,30.81,-0.35
1528819200,-148995.6812,3.618807822,-12.30243743,1100,2300,2000,3400,1300,30.915,0.06
1528905600,-3487509.681,3.872504399,-23.93097973,600,1600,2300,3800,1700,31.22,0.03
