date,feature1,feature2,feature3,senti_0,senti_1,senti_2,senti_3,senti_4,close,change
1499011200,-33698302.08,39.9751153,-0.340039531,500,2100,3300,3100,1000,190.8,0.02
1499184000,-33641664.08,32.8271205,-3.931533952,600,2300,4000,2600,500,190.75,-0.38
1499270400,-43039530.08,38.55592348,-5.112349299,700,2400,3700,2500,600,191.49,0.25
1499356800,-49699396.08,38.04836738,-8.062232687,800,2600,3500,2500,600,191.755,-0.11
1499616000,-30208080.08,11.94806633,-15.75518057,500,2000,3700,2900,800,191.465,-0.42
1499702400,-24130640.08,-13.97703329,-19.9395953,700,2400,3400,2700,700,192.58,-0.13
1499788800,-35577000.08,-34.18243581,-20.34988019,800,2500,3500,2500,600,193.72,0.16
1499875200,-35139434.08,-44.58825091,-16.24720532,700,2400,3700,2600,600,193.645,0.36
1499961600,-24474324.08,-52.39132878,-11.11697794,700,2400,3300,2900,800,192.57,0.38
1500220800,-20721230.08,-54.48851437,-5.17196764,700,2500,3500,2700,700,191.035,0.81
1500307200,-18287992.08,-52.75086528,0.610803037,800,2600,3400,2500,600,188.555,-0.15
1500393600,-27791918.08,-56.26041872,3.196345249,700,2300,3400,2800,800,187.185,-0.1
1500480000,-37729354.08,-55.06225237,6.52254826,900,2700,3400,2400,600,187.7,-0.16
1500566400,-40188522.08,-47.63176912,10.76354333,800,2500,3700,2400,600,188.24,0.1
1500825600,-38748722.08,-48.20967191,11.60377706,700,2500,3400,2700,700,188.365,-0.05
1500912000,-33553818.08,-51.12471449,11.90545451,700,2400,3600,2600,700,188.255,0.29
1500998400,-49540360.08,-52.28686341,11.99462951,700,2600,3700,2500,600,187.76,-0.11
1501084800,-52855616.08,-36.8275773,16.63132456,800,2300,3500,2700,700,187.395,0.32
1501171200,-46741568.08,-3.095171407,23.96671833,800,2500,3300,2600,800,186.97,-0.16
1501430400,-48955084.08,26.49567433,25.69982707,700,2400,3700,2600,600,186.65,-0.29
1501516800,-47184412.08,38.97429186,20.52564436,700,2400,3700,2500,600,187.585,0.42
1501603200,-34382152.08,21.59848232,8.473367871,700,2200,3700,2700,800,187.31,-0.41
1501689600,-31190736.08,0.586523329,-0.710160882,800,2500,3200,2700,800,187.295,-0.11
1501776000,-26156612.08,-8.789492883,-3.165907135,600,2100,3400,3000,900,188.37,-0.17
1502035200,-11735578.08,-24.34108894,-5.409065053,700,2600,3500,2600,700,189.315,0.64
1502121600,-17737538.08,-39.5031791,-6.463145195,600,2300,3400,2900,700,188.7,0.31
1502208000,-16910562.08,-48.22267001,-4.249390257,700,2600,3500,2600,600,186.705,0.21
1502294400,21569801.92,-36.55470942,4.876389793,1000,3000,3300,2200,600,185.605,0.32
1502380800,77166881.92,-17.33942093,14.24820578,900,2600,3400,2400,600,184.495,1.67
1502640000,60400395.92,-16.51506176,13.19595296,700,2600,3300,2700,700,180.36,0.08
1502726400,81076503.92,-25.20145699,11.23842663,800,2700,3300,2600,600,176.73,1.8
1502812800,120078895.9,-32.24969434,11.89733388,800,2600,3500,2600,600,172.835,0.92
1502899200,71855001.92,-17.40740591,15.38978652,800,2600,3600,2500,600,167.18,0.71
1502985600,36027927.92,8.736249537,19.59107348,900,2700,3500,2400,500,163.79,-0.46
1503244800,7099107.917,26.15418195,18.36283975,900,2700,3200,2600,600,163.27,0.14
1503331200,-7448402.083,23.40807385,11.14266668,700,2400,3400,2800,800,163.935,0.17
1503417600,4009603.917,8.328522048,3.507870825,700,2200,3500,2900,800,163.295,-0.55
1503504000,20276389.92,3.72527253,1.72789013,900,2600,3400,2500,600,164.09,-0.12
1503590400,83874635.92,3.696992557,4.05155887,800,2700,3200,2600,700,165.48,-1.7
1503849600,80461281.92,-10.04280367,0.487137568,600,2300,3500,2700,900,169.26,-1.21
1503936000,-9011922.083,-34.50925688,-7.558844843,700,2400,3900,2400,600,175.32,-0.1
1504022400,-25418638.08,-49.90388277,-7.787027391,600,2200,3300,3000,900,178.04,0.58
1504108800,-23770874.08,-56.38140292,-3.944756779,700,2400,3600,2600,600,177.03,0.26
1504195200,-26733248.08,-56.7876981,0.93420073,700,2400,3200,2900,800,175.275,0.14
1504540800,-24111518.08,-40.12232184,9.258561477,600,2100,3900,2600,700,174.435,0.41
1504627200,-29496748.08,-16.47827612,15.89156901,800,2400,3300,2800,700,173.29,-0.19
1504713600,-18046836.08,5.511213078,19.39717292,800,2500,3500,2600,700,172.845,0.77
1504800000,-4874680.083,38.75959328,23.44403573,800,2700,3500,2500,600,171.65,0.4
1505059200,7907417.917,52.17246129,19.13835384,700,2400,3400,2800,700,169.215,-1.06
1505145600,3738375.917,43.96146502,8.718507872,600,2100,3900,2800,700,170.59,0.29
1505232000,2938773.917,47.61781221,4.31694209,700,2500,3700,2500,600,172.205,0.77
1505318400,9628471.917,62.23857717,3.657151278,600,2300,3500,2800,800,170,0.41
1505404800,15591075.92,67.31330076,-0.383112576,700,2300,3500,2800,700,167.535,-0.26
1505664000,31831993.92,67.01172185,-4.792151044,700,2400,3200,2900,800,167.23,0.31
1505750400,39995501.92,73.57599699,-6.595768156,700,2400,3500,2700,700,167.13,-0.45
1505836800,45043649.92,72.89105886,-10.38222641,800,2500,3300,2800,700,167.41,-1.07
1505923200,36789031.92,74.98792782,-13.07240324,700,2600,3700,2500,500,170.555,1.88
1506009600,37001441.92,81.08122137,-14.07322106,800,2600,3600,2500,600,168.855,-0.94
1506268800,44900503.92,81.96228057,-16.34792143,900,2700,3500,2400,500,166.895,-0.58
