date,feature1,feature2,feature3,senti_0,senti_1,senti_2,senti_3,senti_4,close,change
1506355200,36952805.92,71.88653879,-21.52619224,700,2400,3500,2700,700,170.06,-0.95
1506441600,-6730028.083,51.79123421,-28.89545773,800,2600,3400,2500,600,173.255,-0.01
1506528000,-13946356.08,40.17927102,-29.99356796,800,2600,3400,2600,700,175.27,-0.65
1506614400,25564319.92,33.96888461,-26.71502376,800,2500,3200,2700,700,176.66,-0.15
1506873600,4158373.917,23.18767259,-26.80495984,800,2600,3200,2700,700,178.335,0.05
1506960000,-15914290.08,3.477421047,-28.49480987,700,2200,3400,2900,800,178.545,-0.37
1507046400,1985171.917,-14.95146443,-26.6177157,700,2400,3500,2700,700,179.205,-0.42
1507132800,7662621.917,-32.60068671,-23.73842826,500,2100,3700,3000,700,180.845,0.42
1507219200,8645887.917,-50.88492857,-20.33173546,800,2300,3300,2800,800,180.85,0.73
1507478400,-8220060.083,-53.36030812,-12.95771759,800,2600,3600,2400,500,178.46,0.46
1507564800,-9183460.083,-41.15762363,-2.881572388,800,2600,3300,2600,600,175.985,-0.39
1507651200,-9154662.083,-31.50230277,3.387517836,800,2600,3300,2500,800,175.85,-0.04
1507737600,-15758854.08,-25.58104834,6.302875057,700,2400,3200,2900,800,176.745,0.15
1507824000,13572033.92,-23.41390413,8.598089193,700,2400,3600,2600,600,176.515,0.29
1508083200,54373241.92,-35.56488702,7.494161081,800,2300,3100,3000,800,175.605,-0.75
1508169600,53029617.92,-48.22299188,6.260044858,800,2500,3400,2600,700,176.56,-0.06
1508256000,33281927.92,-49.0699528,8.494963295,700,2300,3200,3000,800,178.255,-0.14
1508342400,34041999.92,-16.62644934,19.27054228,900,2900,3300,2400,500,178.68,0.83
1508428800,23810469.92,26.5465406,27.3603942,700,2400,3900,2600,500,177.235,0.72
1508688000,9470001.917,48.47566785,24.58582272,900,2600,3300,2600,600,174,0.34
1508774400,16788527.92,54.35171784,17.32787271,700,2300,3400,2800,700,171.785,-0.19
1508860800,22665727.92,55.07325169,9.925655095,700,2500,3500,2600,600,171.46,-0.14
1508947200,28074663.92,52.58772425,3.337742185,700,2500,3100,2800,800,172.14,-0.13
1509033600,62507925.92,22.84379363,-7.159798369,800,2500,3300,2700,800,172.71,1.35
1509292800,63445609.92,-14.84811807,-15.87320701,800,2400,3400,2600,700,170.18,0.73
1509379200,26249593.92,-37.85963594,-17.56007281,700,2500,3400,2700,700,165.855,0.39
1509465600,66598805.92,-43.48630077,-9.951331841,700,2400,3300,2800,800,163.525,1.51
1509552000,142845695.9,-40.48783139,0.700765597,800,2600,3400,2500,600,159.56,0.45
1509638400,129987649.9,-44.92767409,4.234105841,700,2400,3500,2700,700,155.78,-1.05
1509897600,91859593.92,-51.59929681,5.51661285,700,2400,3500,2700,700,157.345,-0.84
1509984000,119566237.9,-55.92166079,9.896466125,700,2400,3600,2700,600,161.285,1.57
1510070400,161826121.9,-58.4647049,15.11643559,700,2400,3500,2600,700,159.76,-0.96
1510156800,198526095.9,-58.78370751,20.27712997,700,2300,3400,2800,800,158.495,-1.74
1510243200,147510625.9,-55.23407851,22.13626586,800,2600,3100,2700,800,164.14,0.08
1510502400,39280835.92,-48.47137934,21.01715749,600,2300,3200,3100,900,167.605,0.11
1510588800,36915631.92,-29.92926491,25.49740703,800,2700,3600,2400,500,167.2,-0.24
1510675200,73238583.92,10.77441665,34.65564535,900,2700,3300,2500,600,167.465,-0.85
1510761600,59428235.92,40.31546048,34.14531912,700,2500,3400,2700,800,169.735,0.1
1510848000,41205431.92,49.8762011,25.98775135,800,2700,3300,2600,700,171.31,-0.74
1511107200,65129589.92,61.31163811,20.82230312,800,2400,3300,2700,800,172.665,-0.68
1511193600,47449873.92,49.40673197,8.594570132,700,2300,3200,2900,800,175.63,0.01
1511280000,-543204.0833,10.15185741,-8.38915993,700,2400,3400,2800,800,177.02,-0.35
1511452800,-1071362.083,-23.84020849,-15.88545623,1100,2800,2900,2500,700,177.73,-0.19
1511712000,7098239.917,-36.47032622,-13.31099908,800,2400,3100,2800,900,178.86,0.04
1511798400,11021777.92,-31.8823921,-6.012557603,1000,2800,3500,2200,500,179.18,0.7
1511884800,7766967.917,-7.282660843,4.105415029,800,2500,3300,2700,800,177.645,-0.22
1511971200,-10170544.08,10.09332127,7.568666435,700,2400,3100,2900,800,176.64,0.43
1512057600,-31966980.08,11.44525504,4.461681056,800,2600,3200,2500,700,176.185,0.24
1512316800,-34883350.08,22.44261124,4.836462912,800,2800,3600,2400,400,174.785,-0.01
1512403200,-29050814.08,35.55033474,5.097629614,700,2500,3100,2900,800,174.31,0
1512489600,-35835072.08,43.52504553,2.509919505,900,2700,3200,2600,700,174.34,-0.16
1512576000,-31683030.08,46.36231761,-1.071304048,800,2500,3200,2800,800,174.675,0.47
1512662400,-27949368.08,44.89538768,-5.12984471,700,2500,3400,2700,700,174.015,0.19
1512921600,-16233606.08,18.00250808,-14.18856384,600,2300,3100,3000,1000,172.63,-0.01
1513008000,-9990932.083,-16.52138713,-21.09432267,700,2400,3300,2800,800,172.245,0.73
1513094400,-17026886.08,-29.97455914,-18.90105441,600,2200,3300,3000,900,170.745,-0.44
1513180800,-35178380.08,-37.2799181,-15.14363555,700,2400,3500,2700,700,170.155,0.11
1513267200,-44181798.08,-47.00008661,-12.09823184,800,2700,3100,2700,600,170.84,0.01
1513526400,-10771100.08,-55.11401981,-6.884500555,700,2300,3600,2700,700,170.585,-1.06
1513612800,-21068638.08,-48.03654711,0.268917177,900,2800,3000,2500,700,172.79,0
1513699200,-45539918.08,-33.21861495,6.499104805,800,2600,3200,2700,700,175.01,0.16
1513785600,-31287508.08,-26.00759083,9.569528105,800,2700,3100,2700,700,174.68,-0.05
1513872000,-18314406.08,-20.01290239,11.23242653,800,2400,3200,2900,800,174.445,-0.45
1514217600,-6423476.083,9.132264732,17.99823909,800,2600,3900,2200,500,175.48,0.59
1514304000,19042243.92,46.31458112,23.72087603,700,2300,3400,2800,700,175.195,0.42
1514390400,1153097.917,62.40964136,18.47609758,700,2500,3400,2700,600,173.095,-0.01
1514476800,-31548622.08,74.64190798,11.23965317,800,2600,3100,2700,800,172.245,0.14
1514822400,-33683244.08,70.29260609,1.260930148,800,2400,3600,2600,600,171.985,-0.23
1514908800,-10772620.08,49.63103522,-9.260219673,700,2500,3400,2600,700,172.185,0.79
1514995200,-2880618.083,32.7575075,-15.18825864,900,2900,3200,2300,600,171.02,0.01
1515081600,-22081520.08,2.163072389,-22.94646385,900,2500,3200,2600,700,169.345,0.07
1515340800,-11671982.08,-23.92277201,-24.45390916,800,2500,3300,2700,700,169.165,-0.15
1515427200,-8318290.083,-32.48650582,-19.30291347,700,2600,3700,2400,600,169.325,-0.04
1515513600,-353520.0833,-35.90010672,-13.07355048,800,2600,3400,2600,600,169.72,-0.3
1515600000,24464747.92,-42.53525137,-7.911605758,800,2600,3500,2500,600,170.425,-0.19
1515686400,42434413.92,-52.64233861,-4.15039682,800,2500,3300,2700,700,171.45,0.57
1516032000,46248565.92,-42.20719709,4.406830132,700,2300,3800,2600,600,170.665,-0.86
1516118400,16051733.92,-36.78598597,7.617479796,900,2700,3500,2400,600,171.275,-0.24
1516204800,-25847390.08,-47.32644667,4.767239563,800,2600,3500,2500,600,173.58,-0.21
1516291200,-50651648.08,-45.13000738,6.717869237,700,2700,3600,2500,600,174.53,0
1516550400,-40907402.08,-29.66020216,12.50933284,700,2500,3500,2600,700,174.965,0.44
1516636800,-18698158.08,-12.09480006,16.9973033,700,2300,3400,2800,800,174.05,0.76
1516723200,-37351114.08,13.59509156,19.74514057,700,2300,4000,2400,500,171.56,-0.04
1516809600,-43814616.08,48.65697869,22.43319864,800,2500,3600,2600,500,170.065,-0.23
1516896000,-29064542.08,68.22474361,18.6291932,700,2300,3400,2900,800,170.625,0.48
1517155200,-14547490.08,78.01542906,11.84060808,800,2700,3700,2200,500,170.09,-0.54
1517241600,-12257484.08,82.11860791,4.002064026,800,2500,3700,2400,600,170.21,-0.63
1517328000,-36609464.08,77.81252133,-5.663223585,800,2600,3300,2600,600,172.655,-0.17
1517414400,-35883438.08,72.65951682,-12.37243836,700,2600,3800,2300,600,174.32,-0.14
1517500800,-10882406.08,76.90745567,-13.81198986,1000,2800,3400,2300,500,175.275,-0.09
1517760000,-12354352.08,86.04848231,-14.8057408,1100,2900,3300,2200,500,176.06,0.34
1517846400,-22596574.08,73.45232103,-22.16210274,900,2700,3600,2400,500,175.525,0.13
1517932800,-1363016.083,55.31827148,-27.11283775,700,2500,3700,2500,600,174.53,0.42
1518019200,68711275.92,62.18414325,-20.91092285,700,2400,3700,2500,600,173.375,1.05
1518105600,81445409.92,64.03542159,-19.27037839,800,2500,3200,2800,800,170.305,0.29
1518364800,29923671.92,37.87479571,-27.68604936,700,2400,3600,2700,700,167.5,-0.51
1518451200,19230581.92,6.253722632,-32.57516738,800,2500,3600,2600,600,167.965,0.55
1518537600,41356601.92,-22.73553958,-31.96213873,700,2600,3800,2500,500,167.88,0.88
1518624000,58171265.92,-47.33294462,-27.95158422,900,2600,3100,2700,700,164.885,1.35
1518710400,2770659.917,-58.68626064,-22.30242431,1000,3000,3200,2200,600,160.23,0.24
1519056000,-43723464.08,-59.64562949,-14.77958462,800,2400,3000,2900,900,156.91,-0.16
1519142400,-42209942.08,-55.95578849,-6.305554906,800,2600,3800,2300,500,156.755,0.22
1519228800,-40655484.08,-54.25494539,-0.456021805,700,2400,3100,3000,900,156.635,-0.02
1519315200,-28221652.08,-58.34564378,3.003051994,700,2400,3000,3000,900,156.21,0.06
1519574400,12978025.92,-61.90194742,7.549571172,700,2500,3500,2600,600,156.115,-0.9
1519660800,-2221938.083,-60.29520504,10.88179395,500,2000,3700,3000,900,157.87,-0.17
1519747200,-49395720.08,-52.54559056,13.34487027,700,2400,3300,2700,900,160.115,0.14
1519833600,-33901144.08,-27.24753082,21.04265331,700,2500,3000,2900,900,160.175,0.69
1519920000,-39107318.08,-3.628969561,23.972775,1000,2800,3200,2300,700,158.435,0.24
1520179200,-55100114.08,0.810877385,19.03183495,500,2100,3400,3100,900,156.495,-0.13
1520265600,-54077210.08,2.439187643,14.5932999,900,2500,3300,2600,700,156.275,0.16
1520352000,-55093290.08,14.75696489,13.6063533,600,2300,3300,2900,900,156.225,0.01
1520438400,-56378724.08,21.42260104,10.40554806,800,2500,3200,2800,700,155.87,0.13
1520524800,-52797636.08,-0.308775729,0.429016466,700,2400,3700,2700,500,155.57,-0.02
1520784000,-42755944.08,-28.30272898,-6.88226703,600,2300,3600,2800,800,155.345,0.46
1520870400,-37243560.08,-33.81317244,-4.758203267,600,2300,3300,2900,800,154.435,-0.24
1520956800,-47350512.08,-20.84433863,1.402326605,800,2700,3600,2400,500,153.98,0.16
1521043200,-50280328.08,-4.743014256,6.124549104,900,2500,3400,2600,600,154.145,-0.07
1521129600,-30141294.08,10.62255995,9.276866375,800,2300,3100,2900,900,153.965,0.2
1521388800,-23528068.08,31.52551471,11.61448188,700,2400,3900,2400,600,153.7,-0.23
1521475200,-25119234.08,52.723417,11.58832478,700,2400,3500,2600,700,153.755,0.26
1521561600,4189945.917,71.85120751,10.63383091,700,2500,3600,2700,500,153.685,0.62
1521648000,41956163.92,88.44715509,8.499006157,800,2400,3100,2800,800,151.845,-0.32
1521734400,61926959.92,96.82914362,3.213416415,900,2700,3300,2500,600,151.22,-0.36
1521993600,47821307.92,79.63344905,-9.186841287,800,2500,3100,2800,800,152.64,-0.64
1522080000,58780839.92,60.89221627,-17.04988885,700,2400,3600,2700,700,154.73,-0.63
1522166400,25240619.92,65.07911612,-17.65059219,800,2700,3500,2500,600,157.4,0.01
1522252800,-22695234.08,66.12250821,-20.31371231,800,2400,3200,2800,800,158.7,-0.29
1522598400,33697859.92,66.67166179,-18.89313711,800,2500,3500,2600,700,159.275,0.38
1522684800,24053245.92,59.5904145,-21.71643923,900,2800,3400,2400,600,159.08,-0.33
1522771200,16252301.92,35.28112192,-27.74669144,800,2400,3400,2700,700,158.965,-0.29
1522857600,112727181.9,8.451652175,-26.90393349,800,2700,3100,2600,700,160.255,-0.15
1522944000,86167827.92,3.641905393,-22.36716107,700,2300,3300,2800,900,161.18,0.68
1523203200,246067.9167,9.751663466,-18.5395811,700,2500,3400,2600,700,160.065,-0.63
1523289600,-19058524.08,-7.365979055,-20.29234442,700,2400,3700,2500,700,159.945,-0.16
1523376000,-32978142.08,-28.76905984,-21.41991657,900,2900,3200,2400,600,161.585,-0.04
1523462400,-17762518.08,-40.05328604,-17.02118277,800,2700,3300,2500,700,161.995,-0.47
1523548800,-27883868.08,-49.74014037,-13.13350821,900,3000,3100,2400,500,163.065,0.01
1523808000,-33386304.08,-56.45726579,-8.517644695,700,2400,3200,2900,800,164.025,0.16
1523894400,-12029238.08,-60.10675156,-2.545617264,1000,3000,3500,2000,400,163.675,0.1
1523980800,-6565610.083,-58.87337355,3.283630664,700,2100,3200,3000,1000,163.13,0.34
1524067200,-9172834.083,-32.62765614,13.76492883,700,2400,4100,2300,600,162.19,0.38
1524153600,-17246528.08,18.27357858,25.78067743,800,2500,3500,2500,600,160.665,0.14
1524412800,-29540636.08,56.27393689,27.57222948,700,2400,3600,2700,700,159.565,-0.17
1524499200,-41702600.08,73.20307232,20.47424322,700,2500,3700,2600,600,159.625,0.05
1524585600,-38131266.08,79.37811561,11.36378007,800,2800,3500,2300,600,159.88,0.61
1524672000,-24192372.08,79.16502338,2.637154098,700,2500,3400,2700,700,158.495,-0.07
1524758400,-12545404.08,80.13572205,-3.7769468,700,2600,3200,2700,800,157.355,-0.09
1525017600,-9401330.083,76.32376253,-10.27985218,700,2600,3600,2500,600,157.68,-0.74
1525104000,-8914244.083,53.69080055,-19.8594293,800,2600,3500,2500,600,159.405,-0.16
1525190400,-5864400.083,12.92394309,-29.97330137,700,2400,3400,2700,700,161.275,0.42
1525276800,-16962156.08,-25.58161777,-34.58660957,1000,2800,3500,2200,500,160.725,0.57
1525363200,-23378938.08,-48.40811884,-31.12368098,800,2600,3300,2600,700,158.665,0.52
1525622400,13984139.92,-56.83677823,-21.2398576,700,2300,3200,3000,900,156.4,-1.22
1525708800,13733007.92,-59.47208425,-12.44967516,700,2500,3300,2800,700,158.19,0.23
1525795200,4536253.917,-63.68993225,-6.138179324,800,2700,3200,2600,600,160.57,0.3
1525881600,-3986164.083,-67.3793124,-0.821779809,700,2400,3400,2800,700,159.445,0.58
1525968000,-35278252.08,-67.26494905,3.517746246,700,2200,3300,3000,800,157.6,0.19
1526227200,-24824302.08,-60.58716513,9.854347268,800,2600,3200,2700,700,155.98,-0.37
1526313600,73929593.92,-45.86424379,20.12626639,800,2600,3500,2500,600,156.355,1.69
1526400000,90472291.92,-36.98189651,23.49099537,900,2500,3400,2600,700,153.595,0.31
1526486400,-9709468.083,-25.32693953,21.465507,900,2700,3200,2600,600,149.39,-0.18
1526572800,-46019452.08,-0.664066231,23.45629195,1000,2600,2900,2700,900,149.115,-0.25
1526832000,-20758618.08,14.96415268,22.83286033,700,2400,3200,2900,800,150.03,-0.69
1526918400,-23624022.08,22.57832765,18.24948357,600,2200,3200,3200,900,152.01,0.17
1527004800,-50868832.08,17.89723246,9.918189061,800,2300,3200,2900,800,153.1,0.15
1527091200,-39444414.08,3.363011,2.557266803,700,2400,3300,2900,700,152.415,0.43
1527177600,-24647018.08,-9.21255663,-1.237118021,700,2400,3300,2800,800,151.18,-0.02
1527523200,-33145842.08,-11.14922566,-1.30395016,900,2700,3400,2400,600,150.305,-0.16
1527609600,-43805164.08,0.784528744,2.070423343,800,2400,3400,2800,600,150.68,0.22
1527696000,-42555076.08,18.66485359,5.608749049,700,2300,3300,2900,800,150.55,0.12
1527782400,-36814102.08,5.920888176,-0.543706603,600,2300,3500,2800,800,149.82,0.12
1528041600,-32287564.08,-22.36001257,-8.206562058,700,2300,3400,2800,800,149.3,0.3
1528128000,-29475730.08,-35.01939336,-8.00936695,700,2200,3400,2900,800,148.405,0.48
1528214400,-19970896.08,-49.46681305,-6.970462954,900,2700,3300,2500,600,146.755,0.05
1528300800,-30805970.08,-56.98596752,-3.98390203,800,2800,3300,2500,600,145.635,0.11
1528387200,-38393654.08,-48.3539552,2.992682522,800,2600,3100,2800,800,145.295,0.21
1528646400,-39553902.08,-31.5297463,9.979472944,900,2800,3200,2600,500,144.62,0.34
1528732800,-33477610.08,-24.70955728,11.87222127,800,2800,3500,2400,500,143.455,-0.32
1528819200,-28741920.08,-13.69849549,13.8813782,600,2000,3600,2900,900,143.41,0.14
1528905600,-48443788.08,13.38238423,17.64467662,700,2400,3400,2700,700,143.795,-0.12
