mse,mape,smape
0.46742498874664307,260.6468811035156,200.0
0.04631736874580383,33.45663070678711,40.304161071777344
0.0022670698817819357,9.174076080322266,9.681156158447266
0.0016788800712674856,7.2793731689453125,7.594651222229004
0.0068709347397089005,19.971349716186523,22.233190536499023
0.0003358231042511761,4.884495735168457,5.037059783935547
0.002336392877623439,24.026029586791992,21.38446044921875
0.0016755807446315885,15.292840003967285,16.58605194091797
0.00019896651792805642,5.597954750061035,5.836321830749512
0.001344731543213129,18.247560501098633,16.66636848449707
