date,feature1,feature2,feature3,publication_date,negative,positive,close,change
1502726400,997170.3188,20.76814699,-8.909918597,1502726400,997171,21,44.15,-0.88
1502812800,-2445171.181,20.79551594,-31.84537022,1502812800,-2445172,21,44.345,0.49
1502899200,-4266720.181,7.323048195,-11.99638792,1502899200,-4266721,8,44.56,-0.38
1502985600,-2660786.181,-9.207887432,38.27297866,1502985600,-2660787,-10,44.5,0.45
1503244800,-2365347.681,-11.99967827,64.77424035,1503244800,-2365348,-12,44.46,0.45
1503331200,-1551021.181,-3.535357969,61.90903947,1503331200,-1551022,-4,43.96,-0.03
1503417600,-1114927.681,3.891077588,54.98193995,1503417600,-1114928,4,43.725,-0.46
1503504000,-1609544.181,7.991979656,50.87506452,1503504000,-1609545,8,43.995,0.15
1503590400,-550698.6813,13.75496014,38.86410853,1503590400,-550699,14,44.17,-0.43
1503849600,-172930.1813,17.34428869,26.0659372,1503849600,-172931,18,44.325,-0.06
1503936000,-3139879.181,19.8676952,6.518939163,1503936000,-3139880,20,44.595,0.04
1504022400,-3138767.681,22.55242727,-16.68564487,1504022400,-3138768,23,44.61,1.17
1504108800,-4037501.681,21.49141371,-36.10827285,1504108800,-4037502,22,43.945,0.27
1504195200,-5638627.681,17.49178754,-50.43408265,1504195200,-5638628,18,43.15,-0.31
1504540800,-2394049.181,7.383422149,-37.79371112,1504540800,-2394050,8,43.17,0.82
1504627200,-683724.6812,-2.22206509,-17.80803752,1504627200,-683725,-3,42.885,-0.07
1504713600,-441432.6812,-6.271247418,-6.450567567,1504713600,-441433,-7,42.47,1.21
1504800000,1574975.819,-11.73213687,18.11519027,1504800000,1574976,-12,41.84,0.4
1505059200,6288525.319,-6.033006997,18.2548998,1505059200,6288526,-7,40.95,-0.99
1505145600,8091438.319,5.824370734,-10.78304305,1505145600,8091439,6,41.275,0.56
1505232000,7045870.819,6.679281874,-22.00222207,1505232000,7045871,7,41.51,0.14
1505318400,6382027.319,2.573392497,-19.14553039,1505318400,6382028,3,41.29,0.33
1505404800,9719130.319,3.61022578,-24.79039278,1505404800,9719131,4,41.195,-1.69
1505664000,23227780.32,7.424652035,-28.43770967,1505664000,23227781,8,41.95,1.11
1505750400,23180283.32,4.67396217,-30.59558883,1505750400,23180284,5,42.275,-0.92
1505836800,11140650.82,-0.853208564,-37.55636833,1505836800,11140651,-1,42.17,-1.24
1505923200,7658200.819,-4.236751443,-38.70010813,1505923200,7658201,-5,43.37,1.47
1506009600,8066833.319,-5.86164433,-38.66112621,1506009600,8066834,-6,43.24,-0.58
1506268800,7961278.819,-6.105179313,-42.76872309,1506268800,7961279,-7,42.745,-1.11
1506355200,3345742.819,-8.898176526,-44.909868,1506355200,3345743,-9,43.69,-0.05
1506441600,-9764.681225,-13.99704828,-36.06726018,1506441600,-9765,-14,44.34,0.09
1506528000,2093189.819,-17.73728216,-18.69619327,1506528000,2093190,-18,44.32,-0.67
1506614400,18752832.82,-13.25144822,-2.861980082,1506614400,18752833,-14,44.64,-0.29
1506873600,17145991.82,-9.297539149,-8.06458299,1506873600,17145992,-10,45.17,0.04
1506960000,-347987.1812,-9.556269738,-24.42808057,1506960000,-347988,-10,45.305,0.11
1507046400,-402564.1812,-10.90193551,-18.6893219,1507046400,-402565,-11,45.22,-0.35
1507132800,-1823179.681,-15.98321876,0.597607884,1507132800,-1823180,-16,45.355,0.16
1507219200,-2413322.181,-15.12108634,9.1159346,1507219200,-2413323,-16,45.46,0.93
1507478400,-1420458.181,-8.234376808,0.352696114,1507478400,-1420459,-9,44.855,0.13
1507564800,-1518705.681,-6.327305931,-0.119617683,1507564800,-1518706,-7,44.27,-0.08
1507651200,-696513.6813,-7.610623483,10.10135421,1507651200,-696514,-8,44.245,-0.21
1507737600,-662903.1813,-10.98127643,30.07491562,1507737600,-662904,-11,44.405,0.41
1507824000,2796151.319,-10.09577844,47.50621542,1507824000,2796152,-11,44.29,0.23
1508083200,7822481.819,-1.061304584,42.84709716,1508083200,7822482,-2,43.93,-0.88
1508169600,6841063.819,5.585633064,30.64244019,1508169600,6841064,6,44.29,-0.23
1508256000,4473563.819,8.247177892,22.07575123,1508256000,4473564,9,44.91,-0.29
1508342400,4916510.819,11.79696575,9.793733426,1508342400,4916511,12,45.2,1.22
1508428800,4097569.819,16.14745838,-12.79180708,1508428800,4097570,17,44.68,0.95
1508688000,3155825.319,14.91371965,-25.3452016,1508688000,3155826,15,43.47,-0.33
1508774400,4514709.819,12.51118807,-32.98385659,1508774400,4514710,13,43.125,-0.67
1508860800,6074324.319,7.934239641,-32.81108403,1508860800,6074325,8,43.685,-0.24
1508947200,11458482.32,1.680525009,-18.09075473,1508947200,11458483,2,44.195,0.22
1509033600,33088779.32,4.219725355,-3.172567688,1509033600,33088780,5,44.205,1.79
1509292800,35372939.82,1.302355008,7.68388834,1509292800,35372940,2,43.085,0.77
1509379200,14738750.82,-7.081681247,11.82567831,1509379200,14738751,-8,41.66,0.57
1509465600,11926192.32,-2.751998419,2.240012837,1509465600,11926193,-3,40.915,0.96
1509552000,22078761.82,0.453600789,7.902287477,1509552000,22078762,1,40.065,0.68
1509638400,24464427.32,-0.162817355,15.97157831,1509638400,24464428,-1,39.15,-1.41
1509897600,15157737.32,0.657468234,6.185431009,1509897600,15157738,1,39.555,0.15
1509984000,21252483.82,2.593386867,9.373096683,1509984000,21252484,3,40.255,1.25
1510070400,31106851.32,6.537866294,10.36045872,1510070400,31106852,7,39.475,-1.93
1510156800,17133174.82,-0.857970774,16.58408693,1510156800,17133175,-1,39.855,-0.69
1510243200,4007642.319,-9.653895374,35.15454944,1510243200,4007643,-10,41.315,0.14
1510502400,8651587.819,-7.615870126,50.71091614,1510502400,8651588,-8,41.62,-0.64
1510588800,10074303.32,-2.753180176,54.87221167,1510588800,10074304,-3,41.895,-0.54
1510675200,3631191.319,2.825192418,43.43105749,1510675200,3631192,3,42.55,0.26
1510761600,824425.8187,10.36495397,22.47981683,1510761600,824426,11,42.705,0.59
1510848000,-1384755.181,15.30102327,0.065952266,1510848000,-1384756,16,42.23,-0.24
1511107200,273147.3188,18.10253428,-19.36762864,1511107200,273148,19,42.035,0.06
1511193600,2661650.819,18.26549973,-35.68369476,1511193600,2661651,19,42.135,0.4
1511280000,811102.8188,12.62394878,-41.73878373,1511280000,811103,13,41.88,0.33
1511452800,1109864.319,6.844382817,-41.71815474,1511452800,1109865,7,41.475,-0.01
1511712000,-582609.1812,2.806085179,-45.88085191,1511712000,-582610,3,41.295,0.09
1511798400,-660064.6812,0.744216446,-52.7583158,1511798400,-660065,1,41.25,0.59
1511884800,5957333.319,-2.865744625,-45.49909712,1511884800,5957334,-3,40.87,-0.3
1511971200,5629025.819,-9.986454766,-30.40747008,1511971200,5629026,-10,40.705,0.69
1512057600,49331.81877,-13.29268568,-26.25713463,1512057600,49332,-14,40.485,0.17
1512316800,-2099414.181,-12.170074,-29.55551133,1512316800,-2099415,-13,40.005,0.2
1512403200,-2217307.681,-13.9124562,-22.06548015,1512403200,-2217308,-14,39.8,-0.22
1512489600,-3662835.681,-16.22030264,-11.17995016,1512489600,-3662836,-17,39.815,0.37
1512576000,-2093654.681,-14.87680329,-4.443566983,1512576000,-2093655,-15,39.735,0.49
1512662400,-18959.18125,-11.88741336,-1.976211808,1512662400,-18960,-12,39.26,0.1
1512921600,2454974.319,-4.865593329,-14.48802868,1512921600,2454975,-5,39.08,0.28
1513008000,2157123.819,-0.495274591,-29.95855705,1513008000,2157124,-1,39.015,0.5
1513094400,-6319075.181,-3.040353695,-39.7495059,1513094400,-6319076,-4,38.58,-0.26
1513180800,-11983031.18,-8.962106964,-35.12122658,1513180800,-11983032,-9,38.445,0.03
1513267200,-13003324.68,-11.48905056,-30.61448596,1513267200,-13003325,-12,38.575,0.07
1513526400,-13314156.18,-10.66721986,-33.70985117,1513526400,-13314157,-11,38.52,-0.06
1513612800,-12864862.18,-12.96721977,-26.43686869,1513612800,-12864863,-13,38.515,0.02
1513699200,-8764142.181,-10.67886879,-26.48763042,1513699200,-8764143,-11,38.54,-0.19
1513785600,-5015186.681,-8.725963689,-27.39262781,1513785600,-5015187,-9,38.635,0.39
1513872000,-3361328.681,-10.53995106,-19.60650364,1513872000,-3361329,-11,38.52,-0.16
1514217600,-2035393.181,-11.41584946,-12.03464533,1514217600,-2035394,-12,38.39,0.26
1514304000,11700827.82,-7.932479533,-0.301523655,1514304000,11700828,-8,38.335,0.26
1514390400,9274296.819,-6.36863503,-2.450892955,1514390400,9274297,-7,38.045,-0.22
1514476800,-4209805.681,-14.61036357,12.60880682,1514476800,-4209806,-15,38.025,0.21
1514822400,-4249680.681,-12.3982693,18.85396804,1514822400,-4249681,-13,38.03,-0.04
1514908800,-5974657.681,-0.487094863,-10.78373129,1514908800,-5974658,-1,37.935,0.31
1514995200,-7281767.681,-0.138520498,-16.6744931,1514995200,-7281768,-1,37.785,0.19
1515081600,-7110529.181,-2.017698505,-14.7312144,1515081600,-7110530,-3,37.505,-0.01
1515340800,-5841791.681,2.259451263,-30.62425143,1515340800,-5841792,3,37.405,0.09
1515427200,-2743715.181,3.446335812,-40.60924931,1515427200,-2743716,4,37.36,-0.37
1515513600,3672583.819,1.066279038,-37.07561488,1515513600,3672584,2,37.515,0.11
1515600000,5488942.819,-0.518289987,-39.3573531,1515600000,5488943,-1,37.66,0.27
1515686400,6156452.319,-0.911121942,-46.52829078,1515686400,6156453,-1,37.45,-0.16
1516032000,11090310.82,-3.663132322,-41.28490417,1516032000,11090311,-4,37.39,-0.22
1516118400,11198879.32,-6.544833507,-38.33703741,1516118400,11198880,-7,37.605,0.77
1516204800,3275697.319,-8.402992391,-46.72003454,1516204800,3275698,-9,37.3,0.34
1516291200,-9129706.181,-12.93724098,-53.00831424,1516291200,-9129707,-13,36.68,0.04
1516550400,-10987617.68,-13.62144288,-57.30184733,1516550400,-10987618,-14,36.47,-0.18
1516636800,-1992322.681,-11.21733686,-58.4003973,1516636800,-1992323,-12,36.55,0.13
1516723200,2843399.819,-13.12877293,-51.7793973,1516723200,2843400,-14,36.575,0.54
1516809600,4764191.819,-17.66106295,-36.59704198,1516809600,4764192,-18,36.2,0.02
1516896000,21903802.82,-13.09939523,-25.02512411,1516896000,21903803,-14,35.89,1.58
1517155200,23324596.82,-8.969706835,-32.6358022,1517155200,23324597,-9,34.995,0.06
1517241600,1470331.319,-16.75166166,-35.26735814,1517241600,1470332,-17,34.075,0.08
1517328000,-5723676.681,-26.77722009,-6.465674441,1517328000,-5723677,-27,33.995,-0.04
1517414400,-4798264.181,-28.59559599,19.38789625,1517414400,-4798265,-29,33.97,-0.05
1517500800,-4626538.681,-26.70520662,39.39491696,1517500800,-4626539,-27,34.02,-0.4
1517760000,-7755551.681,-26.94355456,65.93430976,1517760000,-7755552,-27,34.275,0.09
1517846400,-10481576.68,-16.71191578,63.5298001,1517846400,-10481577,-17,34.45,-0.01
1517932800,-10618785.18,-2.086318208,40.760849,1517932800,-10618786,-3,34.405,-0.05
1518019200,-9578078.681,2.235832837,38.12965575,1518019200,-9578079,3,34.44,0.23
1518105600,-6057735.681,4.087802525,43.4149328,1518105600,-6057736,5,34.34,-0.37
1518364800,-1739285.181,11.781549,29.71607724,1518364800,-1739286,12,34.415,0.42
1518451200,-4685526.681,18.06761584,2.032829856,1518451200,-4685527,19,34.385,0.1
1518537600,-6538610.681,21.12230702,-25.01176373,1518537600,-6538611,22,34.095,-0.35
1518624000,-3327872.181,19.85723378,-39.62096887,1518624000,-3327873,20,34.235,0.14
1518710400,-5192364.181,13.57457209,-46.19546744,1518710400,-5192365,14,34.35,-0.03
1519056000,-6670217.181,7.124725432,-48.59305975,1519056000,-6670218,8,34.285,-0.25
1519142400,-5838191.181,0.179758147,-41.91955671,1519142400,-5838192,1,34.44,0.21
1519228800,-3222653.681,-5.546108448,-30.00005337,1519228800,-3222654,-6,34.465,0.09
1519315200,817944.8188,-7.062452827,-23.15516868,1519315200,817945,-8,34.3,0.45
1519574400,-3896482.681,-5.640964133,-35.04777136,1519574400,-3896483,-6,34,0.18
1519660800,-11091535.68,-6.04274576,-48.32206886,1519660800,-11091536,-7,33.65,-0.04
1519747200,-13041532.68,-11.44541504,-40.76678485,1519747200,-13041533,-12,33.575,0.05
1519833600,-12772627.18,-19.99412343,-13.44078366,1519833600,-12772628,-20,33.57,0.06
1519920000,-10634776.68,-23.43849305,12.22930571,1519920000,-10634777,-24,33.505,0.19
1520179200,-6936504.681,-17.87087245,18.09906213,1520179200,-6936505,-18,33.365,-0.29
1520265600,-7445226.681,-12.53369968,16.55815137,1520265600,-7445227,-13,33.425,0.04
1520352000,-7392512.681,-9.977309925,20.85798318,1520352000,-7392513,-10,33.57,-0.19
1520438400,-9308977.681,-8.053754741,23.82536951,1520438400,-9308978,-9,33.655,0.01
1520524800,-10582166.18,-1.088709475,9.38049839,1520524800,-10582167,-2,33.755,0.14
1520784000,-7683983.681,7.712599059,-14.91034167,1520784000,-7683984,8,33.67,0.13
1520870400,-8090213.681,7.074536333,-23.74482806,1520870400,-8090214,8,33.515,-0.11
1520956800,-8679189.181,2.731376916,-21.7836775,1520956800,-8679190,3,33.645,0.09
1521043200,-7727693.681,-0.06499873,-19.30196013,1521043200,-7727694,-1,33.8,0.11
1521129600,-6999787.181,-4.273441168,-9.419162566,1521129600,-6999788,-5,33.69,0.25
1521388800,-7865442.181,-11.51742786,14.5813423,1521388800,-7865443,-12,33.49,-0.12
1521475200,-4077441.181,-14.75884077,42.56770562,1521475200,-4077442,-15,33.415,-0.25
1521561600,1563955.819,-11.49403555,60.34363141,1521561600,1563956,-12,33.62,0.04
1521648000,6573072.319,-7.928483506,78.49967178,1521648000,6573073,-8,33.74,0.31
1521734400,7637167.819,-4.681479557,94.56910593,1521734400,7637168,-5,33.545,0.59
1521993600,1356971.819,5.083697734,79.91880066,1521993600,1356972,6,33.035,0.09
1522080000,-3293125.681,12.11091832,65.32265316,1522080000,-3293126,13,32.65,0.1
1522166400,-6832266.681,9.526275446,76.03615308,1522166400,-6832267,10,32.545,-0.03
1522252800,-7654742.181,13.7365519,71.39565913,1522252800,-7654743,14,32.505,0.07
1522598400,535930.3187,19.5528706,68.78732595,1522598400,535931,20,32.48,0.22
1522684800,988271.8187,18.95979825,73.30728312,1522684800,988272,19,32.315,0.01
1522771200,-2228946.681,19.98416146,68.97266029,1522771200,-2228947,20,32.185,-0.2
1522857600,-1864578.181,23.11479937,60.09511555,1522857600,-1864579,24,32.295,0.19
1522944000,-1996738.681,22.33709335,59.40062721,1522944000,-1996739,23,32.3,0.63
1523203200,-3788577.181,19.38676659,64.3870881,1523203200,-3788578,20,31.835,-0.25
1523289600,-7633133.681,26.24482948,36.20904596,1523289600,-7633134,27,31.62,-0.1
1523376000,-6821707.181,34.2317463,-2.237749941,1523376000,-6821708,35,31.815,0.22
1523462400,2127906.819,35.32377187,-21.77820465,1523462400,2127907,36,31.745,-0.6
1523548800,990041.8188,28.87214058,-33.95531182,1523548800,990042,29,31.96,0.08
1523808000,-1435348.681,20.46741153,-39.27424972,1523808000,-1435349,21,32.255,0.19
1523894400,2715727.319,16.36498928,-45.69197489,1523894400,2715728,17,32.1,0.45
1523980800,-3003020.181,9.808840825,-55.04867129,1523980800,-3003021,10,31.735,-0.05
1524067200,-8017924.681,2.396823566,-58.13446415,1524067200,-8017925,3,31.51,0.09
1524153600,-6420127.181,-4.727331262,-48.73058872,1524153600,-6420128,-5,31.49,0.18
1524412800,-1611542.681,-9.751135167,-34.36403779,1524412800,-1611543,-10,31.34,0.28
1524499200,-172378.1812,-14.90036108,-16.29600708,1524499200,-172379,-15,31.08,-0.31
1524585600,913199.8187,-18.71048081,5.279061124,1524585600,913200,-19,31.095,0.52
1524672000,1794110.319,-15.15983144,9.566823757,1524672000,1794111,-16,30.975,0.27
1524758400,6821583.819,-6.975458661,1.806415555,1524758400,6821584,-7,30.525,-0.59
1525017600,21366768.82,-0.822159679,5.862367825,1525017600,21366769,-1,30.705,-1.15
1525104000,18491655.32,0.483978537,0.557031779,1525104000,18491656,1,31.69,0.22
1525190400,4472998.819,-4.079469499,-1.905065961,1525190400,4472999,-5,32.215,0.22
1525276800,827837.3187,-6.749483426,4.975426603,1525276800,827838,-7,31.965,0.33
1525363200,-1419609.681,-0.994365047,-11.80865056,1525363200,-1419610,-1,31.655,0.42
1525622400,-541753.1812,4.145576835,-31.0739961,1525622400,-541754,5,31.235,-0.55
1525708800,-2854374.181,2.95424992,-41.47421519,1525708800,-2854375,3,31.31,-0.04
1525795200,-6925213.181,0.257072282,-50.85008706,1525795200,-6925214,1,31.645,-0.15
1525881600,-9052172.681,-2.101007076,-59.32325968,1525881600,-9052173,-3,31.755,0.04
1525968000,-8275286.181,-6.456950511,-57.4703632,1525968000,-8275287,-7,31.82,0.21
1526227200,-7003590.181,-11.92342204,-47.26029614,1526227200,-7003591,-12,31.68,0.04
1526313600,-7545497.681,-16.51432555,-35.64589441,1526313600,-7545498,-17,31.54,-0.12
1526400000,-8274507.681,-20.88720914,-18.60195057,1526400000,-8274508,-21,31.585,0.18
1526486400,-6569111.681,-26.91528621,15.0223431,1526486400,-6569112,-27,31.55,-0.06
1526572800,-5165022.681,-30.29036101,52.27854776,1526572800,-5165023,-31,31.485,-0.04
1526832000,-4074542.181,-24.35006165,69.01280859,1526832000,-4074543,-25,31.545,-0.08
1526918400,-989286.1813,-14.10648086,73.27118031,1526918400,-989287,-15,31.615,-0.41
1527004800,-4212993.681,-6.510242828,71.60330847,1527004800,-4212994,-7,31.89,0.23
1527091200,-7431675.681,-0.400280486,68.58709565,1527091200,-7431676,-1,31.99,0.02
1527177600,-7939768.181,3.587264735,70.85976326,1527177600,-7939769,4,31.85,-0.02
1527523200,-7497079.681,6.868500432,74.31826422,1527523200,-7497080,7,31.85,-0.04
1527609600,-3700005.681,11.74176067,75.11894107,1527609600,-3700006,12,31.88,0.35
1527696000,-4129384.181,14.36824044,74.68447554,1527696000,-4129385,15,31.705,0.01
1527782400,-6699603.181,22.84064419,49.05859809,1527782400,-6699604,23,31.505,0.07
1528041600,-7678406.181,31.94685257,10.25132346,1528041600,-7678407,32,31.46,0.13
1528128000,-7925062.181,31.46548442,-11.32279256,1528128000,-7925063,32,31.345,0.1
1528214400,-5418533.181,30.11997551,-31.29555913,1528214400,-5418534,31,31.215,0.06
1528300800,-6982648.681,21.50288913,-35.44297723,1528300800,-6982649,22,31.125,0.1
1528387200,-8511347.181,8.372879811,-18.46784323,1528387200,-8511348,9,31.035,0.07
1528646400,-6984027.181,2.236183959,-7.255034502,1528646400,-6984028,3,30.94,0.16
1528732800,-4353857.681,2.608222722,-9.39722908,1528732800,-4353858,3,30.81,-0.35
1528819200,-148995.6812,3.618807822,-12.30243743,1528819200,-148996,4,30.915,0.06
1528905600,-3487509.681,3.872504399,-23.93097973,1528905600,-3487510,4,31.22,0.03
