date,feature1,feature2,feature3,senti_0,senti_1,senti_2,senti_3,senti_4,close,change
1499011200,64.7606823,-12.69943036,-9240861.527,900,2800,3400,2300,600,101.42,0.55
1499184000,48.69485395,-18.66592258,-6735494.527,700,2300,3600,2700,700,101.135,-0.44
1499270400,37.70813691,-23.6771949,-4259477.527,800,2500,3100,2800,800,101.08,0.25
1499356800,28.78880943,-24.05338851,-6408455.027,800,2500,3100,2800,800,101.18,-0.56
1499616000,3.216197689,-26.09884674,-9459989.527,600,2000,3500,3000,900,101.34,0.72
1499702400,-10.1188659,-26.27824133,-9169137.027,700,2100,3500,2900,900,101.255,-1.55
1499788800,-21.25739995,-26.21882954,-7800926.027,600,2300,3400,2800,800,101.685,0.29
1499875200,-35.303834,-26.49572866,-6396029.027,500,2000,3300,3200,1000,102.34,0.5
1499961600,-42.63201264,-26.59101304,-2337448.527,700,2500,3400,2700,700,101.93,0.85
1500220800,-47.14898157,-24.69340243,-1570403.027,700,2300,3300,2900,800,101.23,1.88
1500307200,-51.70789274,-23.41330988,-1286798.027,800,2500,3300,2800,700,99.815,-0.11
1500393600,-53.30765587,-21.63743583,-980640.5271,900,2500,2800,2900,900,98.895,0.9
1500480000,-59.55984468,-25.47701081,6982223.973,800,2400,3700,2600,600,98.48,-0.34
1500566400,-64.61523167,-32.48436933,19132653.97,800,2400,3800,2400,500,98.185,0.05
1500825600,-48.58641661,-22.6231919,8649554.473,700,2300,3600,2600,700,98.335,-0.34
1500912000,-38.15924545,-12.97393895,-3699646.027,800,2300,3100,2800,1000,98.485,1.12
1500998400,-37.33343781,-10.82272404,-6270942.527,1000,2900,3500,2100,500,98.08,-0.1
1501084800,-19.77666922,-11.84374266,1141826.973,800,2500,3600,2500,700,97.55,1.19
1501171200,13.45067578,-7.899346721,2169050.473,900,2700,2900,2700,900,96.98,0.17
1501430400,45.33007806,-0.703413767,-4453032.527,900,2900,3300,2400,400,96.27,-0.93
1501516800,67.98047258,-0.476900221,-3194427.527,600,2300,3900,2600,600,96.665,0.24
1501603200,75.42719794,-4.757785207,-1744875.527,900,2300,2800,3000,1000,97.235,-0.68
1501689600,75.38125131,-8.471521266,-3049608.527,800,2800,3600,2400,400,97.675,0.32
1501776000,69.46148459,-11.18533937,-5009711.527,900,2800,3200,2500,500,97.865,-0.2
1502035200,61.16388409,-14.53743602,-4764083.027,1100,2700,2900,2600,700,97.805,0.93
1502121600,54.94351212,-16.84314716,-5031265.527,800,2700,3200,2600,700,97.425,1.08
1502208000,42.11711661,-21.22171506,-3277401.027,700,2700,3500,2500,600,96.375,-0.39
1502294400,52.05421267,-20.02009362,-1932464.027,900,2800,3700,2100,500,96.015,1.02
1502380800,56.09034159,-19.62130367,-2317331.527,800,2500,3300,2600,800,95.69,1.04
1502640000,21.8762484,-24.69856467,-4636266.027,800,2400,3700,2400,600,94.615,0.54
1502726400,-6.602578567,-26.78745658,-5767402.527,900,2600,3700,2300,500,93.79,-1.43
1502812800,-17.38054613,-24.99056678,-6740497.527,1000,2900,3100,2400,600,94.255,1.42
1502899200,-7.962668752,-21.33753322,-4842439.027,1000,2700,3100,2500,700,94.26,-2.2
1502985600,15.36964113,-15.94972959,-4536894.527,900,2900,3000,2400,700,94.67,1.5
1503244800,34.20272286,-11.37199209,-7158270.527,700,2200,3400,2900,700,95.04,1.87
1503331200,35.31695875,-10.59612818,-9367179.027,600,2300,3700,2800,700,93.285,-0.78
1503417600,27.893124,-11.19703503,-11351309.03,800,2100,3700,2700,700,92.715,-2.14
1503504000,32.41825227,-11.23063785,-9974005.027,700,2400,3200,2900,800,94.235,0.34
1503590400,37.5370283,-10.25585465,-10460108.03,900,2800,3300,2400,600,95.175,-1.06
1503849600,38.53235987,-9.612582159,-11724391.53,500,2200,3700,2900,700,95.555,-0.32
1503936000,32.60543358,-11.20795382,-12382351.03,500,2000,3700,3000,800,96.275,0.35
1504022400,9.711793875,-16.24562009,-11218308.03,700,2100,3100,3100,1000,96.255,1.82
1504108800,-21.17538902,-24.73493528,-3131093.527,600,2200,3500,2800,800,95.12,1.04
1504195200,-25.51459024,-23.86015342,-711913.5271,800,2800,3700,2300,500,93.625,-0.48
1504540800,-7.916147166,-17.27556978,-3417127.027,800,2400,3500,2700,700,93.33,1.65
1504627200,10.64686747,-11.7357292,-6017315.027,700,2300,3500,2800,800,92.72,-0.98
1504713600,11.35239893,-10.17421882,-8402907.027,600,2300,3700,2800,700,92.37,2.02
1504800000,3.192650193,-11.20921134,-9318891.527,600,2100,3500,3100,800,91.825,0.52
1505059200,-7.815226101,-12.89158679,-9099300.027,900,2400,3100,2800,800,90.5,-2.06
1505145600,-17.96881079,-13.60941779,-9253783.027,800,2600,3600,2400,700,91.305,0.05
1505232000,-24.22410616,-12.04800134,-11518573.53,900,2800,3600,2200,500,92.355,2.51
