mse,mape,smape
0.31135037541389465,29.98521614074707,35.40054702758789
0.20156635344028473,63.416194915771484,48.11260986328125
0.05179188400506973,26.760705947875977,30.9110107421875
0.02741493470966816,35.5002555847168,43.34048080444336
0.0029353792779147625,11.75899600982666,12.686003684997559
0.003060542978346348,35.63875198364258,44.40790557861328
0.0003252873430028558,5.193084716796875,5.050464153289795
0.00024192228738684207,4.896209239959717,4.756134033203125
0.004821446258574724,68.91527557373047,51.14706802368164
0.0018637251341715455,21.332799911499023,19.174283981323242
