,val_loss,val_mape,val_smape,val_mean_squared_error,loss,mape,smape,mean_squared_error
570,28.709291487029105,12.465209541898785,6.690609888596968,28.709291487029105,14.61647576552171,8.057213005652795,3.7860766117389386,14.61647576552171
571,28.32064395239859,12.39612679048018,6.647569504651156,28.32064395239859,16.966490290715143,8.536850943932166,3.968592467674842,16.966490290715143
572,28.569987058639526,12.455654346581662,6.680600274692882,28.569987058639526,14.248685895479642,7.8211101531982425,3.672419210580679,14.248685895479642
573,29.064367453257244,12.55236378583041,6.738225546750155,29.064367453257244,12.560492985065167,7.438456051166241,3.515782180199256,12.560492985065167
574,29.85407138593269,12.696066437345563,6.821588602933017,29.85407138593269,17.72126916738657,8.81964357816256,4.1192915696364185,17.72126916738657
575,30.698223287409004,12.8624129150853,6.918310642242432,30.698223287409004,18.127544960608848,8.926924191988432,4.157655649918777,18.127544960608848
576,31.01964891318119,12.934080629637748,6.9592296210202305,31.01964891318119,15.081460923414964,7.791064966641939,3.6383300927969127,15.081460923414964
577,30.928505435134426,12.86649565263228,6.923456813349868,30.928505435134426,10.268307348398062,6.776915462200458,3.225061768751878,10.268307348398062
578,32.02435392321962,13.01728984081384,7.015784371982921,32.02435392321962,13.887779969435472,7.756138640183669,3.6611446674053485,13.887779969435472
579,32.88313449512828,13.172818270596592,7.107690486040982,32.88313449512828,12.50060812143179,7.479462608924279,3.5530667084913987,12.50060812143179
580,33.63252950437141,13.24020257140651,7.154166684006199,33.63252950437141,19.050872861422025,8.576121462308443,3.85072812300462,19.050872861422025
581,33.04237161260663,12.362430601408988,6.676261526165587,33.04237161260663,12.860354526226336,7.50873352931096,3.569294885488657,12.860354526226336
582,32.28224475094766,12.316872408895781,6.646714261083892,32.28224475094766,11.61814223069411,7.0499762315016525,3.3576356667738696,11.61814223069411
583,31.917174808906786,12.523212331714053,6.754564668193008,31.917174808906786,11.528830073429988,6.970736312866211,3.319440577580379,11.528830073429988
584,32.3045980424592,12.702460982582785,6.853653098597671,32.3045980424592,14.408914331289438,7.671250827495868,3.616668172983023,14.408914331289438
585,33.59776146484144,12.986827489101525,7.015391703807946,33.59776146484144,12.87397821866549,7.335858946580153,3.47110355083759,12.87397821866549
586,33.83548255400224,13.026977278969504,7.039185820203839,33.83548255400224,12.731692182100737,7.325694803091196,3.490403894277719,12.731692182100737
587,33.849459055698276,13.04160551591353,7.047663443016283,33.849459055698276,11.936994112454927,7.246182632446289,3.453286082927997,11.936994112454927
588,34.159073800751656,13.108318444454309,7.086367903333722,34.159073800751656,11.528130986140324,6.870618673471304,3.2617881628183216,11.528130986140324
589,33.690384922605574,13.062398939421684,7.057741800944011,33.690384922605574,12.941518988976112,7.174610108595628,3.410073559100811,12.941518988976112
590,33.4820506066987,13.038900375366211,7.043433312213782,33.4820506066987,9.942754217294546,6.6158849716186525,3.1605308019197906,9.942754217294546
591,33.750283458016135,13.125690951491848,7.091403332623568,33.750283458016135,15.08514254643367,8.098322442861704,3.8326651353102466,15.08514254643367
