mse,mape,smape
0.34005439281463623,187.72596740722656,200.0
0.010429173707962036,25.233749389648438,28.948450088500977
0.04438408464193344,414407.90625,199.7264862060547
0.0013619317905977368,19.143341064453125,22.753780364990234
0.00020948363817296922,5.430931568145752,5.262236595153809
0.008206135593354702,25.11650848388672,28.83204460144043
0.000613505719229579,11.58090591430664,12.339157104492188
0.0005732044228352606,6.895833969116211,6.659808158874512
0.0001244556624442339,4.276943683624268,4.3475823402404785
0.0007461654604412615,12.310933113098145,11.582794189453125
